194,253,46,42
193,254,48,47
191,257,52,48
193,257,46,44
193,256,48,43
195,253,47,54
197,254,45,45
195,250,47,47
193,248,46,47
195,247,48,45
195,245,45,47
197,245,48,44
196,245,45,48
191,246,50,43
194,248,44,44
194,249,46,43
194,248,44,47
188,250,52,47
190,250,49,48
189,257,51,44
187,257,47,53
185,261,47,45
185,268,47,46
183,273,46,49
176,277,53,50
178,280,45,47
177,284,47,53
177,285,40,45
172,286,42,41
169,285,44,44
165,283,46,45
164,284,44,45
165,285,40,42
163,284,46,45
159,281,44,47
162,281,41,43
158,277,46,44
157,272,44,49
157,271,46,44
158,267,45,49
155,264,46,49
153,263,48,45
155,268,42,39
156,262,46,49
158,264,45,44
157,263,44,45
161,262,40,43
162,264,46,46
161,265,44,44
161,267,48,45
165,270,45,45
169,277,44,40
172,277,43,42
177,281,40,40
177,281,42,44
179,285,42,41
178,289,43,44
183,287,40,42
185,290,40,41
185,289,41,44
185,293,46,42
193,293,43,44
197,293,42,44
198,293,44,45
203,294,46,47
205,293,49,48
209,291,44,45
218,293,37,40
220,289,44,47
221,288,45,48
225,283,45,46
226,281,42,45
229,278,41,47
227,277,46,48
229,277,46,46
236,275,39,42
236,278,40,47
232,275,49,48
236,277,48,44
237,276,47,45
246,271,38,45
241,265,42,44
237,267,44,38
230,265,43,41
221,262,43,43
217,260,47,45
211,257,46,46
202,254,50,47
203,256,42,41
197,254,45,43
190,248,47,46
187,246,49,45
180,247,50,42
181,242,46,48
184,241,45,44
181,234,48,50
181,235,44,43
174,231,47,46
174,228,42,46
170,221,44,51
162,217,46,52
155,217,49,47
154,212,44,47
150,209,44,51
147,210,45,44
138,210,48,45
137,211,43,49
129,211,48,51
128,213,46,48
121,213,44,43
117,214,45,47
113,217,44,45
108,221,45,48
102,221,46,49
101,229,44,48
105,236,46,43
109,240,46,42
118,238,43,51
124,238,45,47
131,236,46,49
132,238,49,47
139,237,46,49
142,240,43,41
141,235,46,47
148,237,41,46
149,235,44,47
156,232,44,46
166,228,43,47
173,225,46,45
188,225,40,41
196,221,41,42
209,221,39,44
217,221,44,47
233,219,45,49
248,219,42,43
264,220,46,38
282,217,48,44
300,217,45,47
311,217,43,41
325,221,42,43
331,223,44,42
336,225,42,40
345,229,40,40
345,229,50,44
351,231,43,38
353,229,42,38
353,229,42,40
352,230,46,39
353,233,44,38
351,237,45,36
348,236,49,39
346,233,44,39
339,234,46,41
335,231,44,42
328,236,47,37
321,229,48,45
313,236,46,37
304,237,49,37
293,237,52,40
281,232,50,46
269,233,53,40
257,233,53,40
246,229,54,39
230,225,51,43
221,220,47,46
203,218,51,46
184,217,53,47
169,214,49,50
152,213,51,48
135,213,52,46
117,214,52,44
104,210,50,51
88,209,53,45
73,209,55,44
63,209,52,45
50,209,56,47
44,213,49,42
33,212,50,48
27,217,57,42
28,216,53,48
26,216,55,47
26,217,53,45
33,215,48,50
33,212,50,45
32,213,55,49
34,212,51,44
38,213,49,41
36,209,54,48
43,210,50,43
48,206,49,51
53,206,49,48
53,207,52,45
60,205,47,44
66,203,48,46
72,203,48,49
73,202,48,48
85,205,44,44
86,201,45,44
93,199,47,48
97,201,48,46
105,203,47,39
115,201,41,42
111,201,49,48
117,201,45,47
118,204,46,45
122,207,44,42
125,204,45,45
125,207,46,46
129,209,46,43
128,209,48,44
134,212,43,41
137,209,44,48
133,210,48,45
138,210,44,43
141,210,44,46
141,211,50,42
144,210,47,43
146,209,46,44
148,210,48,43
149,211,48,42
151,207,50,46
155,209,46,43
155,207,46,45
153,207,48,46
151,209,51,44
153,206,48,43
153,207,46,46
151,204,48,49
150,207,46,45
150,204,45,45
149,207,46,42
145,205,49,42
147,206,42,43
141,202,48,48
140,208,49,43
136,207,48,46
135,205,47,47
133,205,44,42
131,204,46,48
125,205,46,43
125,207,42,42
119,205,42,46
114,207,44,45
111,209,42,45
99,209,52,47
97,209,43,44
88,209,49,47
82,209,47,44
75,210,48,47
70,211,46,46
57,210,51,47
56,213,45,45
49,212,46,46
41,211,48,50
37,212,47,46
28,213,52,44
20,211,53,47
21,209,52,52
17,209,48,48
13,209,47,46
11,207,49,50
6,205,46,48
3,207,46,45
2,205,41,48
2,205,41,45
1,206,44,44
1,203,40,51
1,202,36,46
1,201,38,46
1,193,36,59
1,196,36,53
1,199,41,47
1,198,34,49
1,198,35,46
1,199,35,50
1,194,33,52
1,193,38,51
1,193,40,48
1,193,40,48
1,192,43,50
1,187,47,58
1,192,46,45
1,189,52,53
4,189,52,51
2,188,59,49
5,185,60,52
13,186,56,51
16,185,57,48
18,185,62,49
24,185,61,50
28,186,61,52
35,184,59,51
41,185,60,46
42,182,66,52
51,183,58,48
55,181,60,57
61,188,60,42
66,187,59,46
72,185,59,49
76,188,57,47
81,188,60,45
82,186,64,47
89,184,58,52
89,188,62,50
95,189,64,47
102,189,57,48
105,194,56,44
109,194,52,43
105,193,62,48
109,194,61,46
111,197,63,47
110,197,65,44
114,199,63,42
113,197,66,44
118,192,60,48
117,195,58,44
115,197,58,41
115,195,59,48
111,197,66,40
107,194,66,46
111,198,59,41
105,194,66,47
106,195,58,42
101,193,60,42
101,198,60,39
101,197,60,46
97,196,60,46
97,196,59,44
93,195,62,44
92,199,60,42
94,197,59,43
91,201,61,44
91,203,59,42
88,201,61,47
88,201,60,42
88,204,60,43
86,204,60,43
85,206,61,39
84,204,59,41
85,202,60,47
83,203,58,42
81,203,61,40
81,203,60,44
81,201,60,41
78,201,65,40
79,201,64,37
79,196,62,41
78,194,63,44
79,196,66,38
78,193,64,40
81,191,62,41
85,192,59,43
86,193,59,40
89,194,56,44
89,195,61,42
89,193,66,46
93,197,66,40
98,197,63,39
101,195,61,48
101,199,65,34
104,199,66,41
109,199,65,38
115,198,63,48
118,202,67,40
121,198,67,45
125,200,65,44
133,202,63,36
133,200,65,46
138,199,62,41
145,200,60,43
145,199,66,42
147,199,67,39
153,193,65,44
157,194,61,45
157,193,60,44
160,195,59,42
153,193,66,47
155,193,62,42
157,192,60,46
154,193,62,45
156,193,59,43
150,193,62,46
150,193,61,44
145,195,68,43
147,192,59,44
144,196,63,46
141,197,62,45
139,198,61,43
137,199,62,46
133,197,64,48
135,202,59,40
128,201,65,40
125,203,66,40
121,201,65,45
121,201,64,44
119,201,61,45
120,204,61,42
113,204,66,44
111,205,66,45
115,205,60,44
111,208,62,38
110,207,60,41
106,206,63,43
102,206,65,44
103,205,58,41
101,208,65,43
101,206,58,43
98,209,63,39
100,209,61,36
97,206,66,46
97,207,64,41
102,204,59,41
102,204,59,38
101,205,64,40
105,206,60,42
105,205,63,40
107,203,64,46
110,203,63,42
109,202,64,41
116,205,58,40
113,205,64,42
117,205,62,37
118,202,63,44
121,202,60,40
123,205,63,42
125,206,61,36
126,206,64,38
133,205,61,43
137,206,60,40
137,205,64,44
137,206,66,39
146,207,60,41
149,210,60,40
150,207,63,42
157,208,52,40
159,207,60,43
160,205,61,44
161,207,64,39
169,210,58,35
167,207,63,43
171,205,62,41
177,204,58,45
177,205,56,39
181,205,61,40
177,206,59,42
177,203,59,44
178,204,60,42
175,203,60,43
177,207,58,39
178,203,59,45
171,203,66,45
173,205,61,44
173,209,64,40
169,207,68,46
172,208,60,40
174,209,58,42
168,211,65,40
168,210,58,42
169,207,60,46
165,209,63,41
167,211,62,41
164,206,61,43
168,208,60,45
165,207,60,42
161,211,64,38
166,212,61,38
163,211,63,40
162,213,63,37
164,211,61,40
166,211,59,42
164,210,64,44
165,213,60,42
165,210,60,44
161,213,64,38
166,212,59,41
165,211,64,44
167,215,61,40
168,213,61,43
168,215,62,39
169,216,65,41
172,218,59,42
171,218,58,38
175,214,61,45
178,216,62,43
178,218,61,36
184,219,57,42
178,215,63,41
179,216,65,41
182,214,60,43
186,215,61,42
185,210,60,46
194,216,55,40
188,212,65,47
194,218,55,39
189,215,60,42
192,212,57,42
191,214,58,39
190,217,60,38
187,215,62,41
188,217,62,40
190,217,59,38
191,217,63,41
189,218,61,45
193,220,59,37
190,219,62,42
195,222,56,37
197,221,56,40
198,220,55,41
196,221,59,40
196,217,61,48
198,221,59,41
201,221,59,41
201,219,56,42
197,224,63,35
202,217,59,40
199,219,62,41
202,215,62,43
201,216,59,42
199,214,62,41
199,214,61,43
197,214,64,41
200,214,61,44
203,215,57,42
203,218,59,40
199,217,66,39
201,216,59,45
204,217,57,40
203,215,60,43
204,214,60,47
203,215,61,43
206,219,60,43
209,218,56,47
207,217,62,48
205,220,64,45
208,221,60,41
209,221,61,44
205,222,64,45
207,222,62,43
206,224,62,45
204,226,61,39
207,226,61,43
205,224,61,45
206,225,58,44
205,220,60,49
205,221,58,45
206,221,56,41
202,219,56,45
203,220,57,42
206,219,52,42
202,224,58,40
205,221,56,45
206,226,55,45
204,228,57,41
207,229,56,45
204,232,57,40
205,233,56,47
205,233,57,47
207,237,53,42
209,234,51,45
213,235,48,43
213,237,50,44
213,238,50,44
219,242,44,43
216,246,51,47
218,252,49,42
224,255,38,39
221,258,48,43
222,261,48,42
223,265,46,39
227,266,45,41
226,265,46,41
221,268,45,37
220,264,44,45
219,262,44,46
216,264,42,42
219,266,37,40
215,269,41,41
214,272,42,41
215,275,40,39
213,275,44,42
214,280,41,38
213,278,44,41
213,279,42,39
215,281,39,36
214,281,41,40
212,281,41,40
213,282,43,41
209,285,44,44
214,287,40,40
213,289,40,42
213,294,39,39
214,297,38,39
214,297,40,40
215,296,40,42
221,299,37,39
218,296,39,42
221,296,40,41
221,295,40,42
225,297,39,40
228,297,38,44
230,297,39,40
231,300,41,39
238,299,35,37
237,298,40,39
240,297,38,38
243,293,38,45
245,296,39,41
246,296,42,41
253,294,36,41
251,289,38,44
252,290,41,40
257,288,40,40
261,285,36,40
258,280,42,42
262,281,38,39
261,277,41,42
265,280,40,41
265,281,40,40
264,278,40,39
265,274,40,39
269,275,36,38
273,273,32,37
270,270,39,40
277,269,37,41
279,267,42,42
283,270,41,41
289,267,40,46
295,269,41,46
299,274,38,36
299,273,41,45
301,272,40,43
302,270,39,40
302,268,40,41
305,265,37,40
301,265,41,37
305,261,36,38
301,260,41,37
302,257,39,41
303,257,38,41
301,257,39,35
300,253,42,40
297,252,42,37
297,248,40,39
294,244,45,41
291,242,41,38
290,243,38,33
285,238,42,39
287,241,36,38
281,237,44,44
278,241,43,37
278,240,43,37
282,242,43,39
283,238,41,40
283,237,42,40
289,234,37,40
285,230,40,49
286,229,43,40
292,229,38,40
289,226,43,43
291,221,43,44
294,221,43,43
298,220,39,37
301,216,39,44
302,213,40,40
301,211,38,39
301,208,43,38
303,206,41,40
304,203,41,42
306,201,39,42
305,202,40,43
305,198,42,45
307,199,37,42
305,200,38,41
304,197,41,44
305,197,40,40
305,194,43,45
306,192,39,43
309,192,40,41
309,189,38,43
308,187,41,42
309,186,43,39
311,185,46,44
315,177,42,47
313,176,48,46
317,173,44,48
