293,198,65,84
299,205,58,75
292,203,66,77
294,204,63,76
295,202,61,83
294,203,61,77
289,204,65,77
292,207,61,78
290,208,62,79
289,208,62,80
289,211,64,80
289,219,62,75
290,219,61,78
289,224,60,76
291,228,58,73
288,231,61,76
288,235,61,77
291,244,59,67
290,241,60,73
290,245,59,74
293,248,58,72
293,252,58,68
296,259,58,64
299,256,53,67
294,252,62,75
297,256,60,67
297,255,63,66
298,258,61,62
302,252,59,69
304,254,56,60
307,256,58,62
306,257,59,59
312,256,54,54
313,256,55,57
310,254,57,60
306,253,57,61
305,254,50,58
301,255,53,62
298,262,54,58
299,260,50,60
298,261,50,62
301,266,48,54
299,264,52,60
297,268,51,60
301,270,50,60
297,269,54,58
299,271,52,61
304,273,49,62
303,280,50,52
302,281,54,51
305,285,51,47
305,282,52,50
305,280,53,60
303,286,56,58
307,281,50,58
307,284,51,57
306,282,54,57
308,280,53,60
308,280,51,59
305,276,56,60
306,275,56,61
308,272,52,63
307,274,55,61
302,270,60,62
300,267,66,63
305,265,61,67
306,266,59,62
309,266,59,66
308,264,60,65
309,268,59,59
309,268,60,63
308,265,62,67
307,264,63,66
307,263,64,68
309,264,63,67
308,266,66,62
309,267,67,65
308,264,66,66
313,264,62,65
310,264,67,67
307,263,67,63
313,261,64,72
314,259,61,72
320,261,59,69
313,262,65,64
316,258,64,74
313,257,68,76
313,258,67,73
318,254,64,80
317,259,63,74
318,261,63,73
316,265,65,66
319,264,58,68
319,264,63,74
318,260,60,72
324,264,53,73
316,265,58,72
320,264,53,72
317,265,55,76
318,263,53,76
319,268,53,68
321,270,52,66
318,270,52,71
314,271,53,62
314,274,50,65
317,275,44,69
315,276,45,72
309,280,52,67
310,283,49,61
309,284,44,64
308,289,47,63
304,289,51,63
301,293,47,61
296,293,49,64
294,298,47,58
294,300,46,64
286,301,47,57
289,303,44,58
285,304,51,62
281,307,48,59
277,306,50,60
275,306,50,63
272,309,52,62
272,309,46,59
270,312,47,57
262,312,55,57
266,308,48,61
263,312,50,57
261,314,53,58
263,312,50,60
263,315,49,57
265,316,48,57
263,315,53,57
266,318,53,54
269,319,48,53
265,317,54,58
271,319,50,56
270,319,51,57
272,316,49,60
272,319,49,57
271,318,54,56
277,318,52,59
281,317,54,62
289,322,52,58
294,320,52,60
302,321,52,59
305,323,56,57
312,323,54,60
317,322,56,64
325,323,52,64
329,326,56,62
335,330,56,58
342,330,56,60
344,329,57,63
347,330,58,61
351,330,57,62
349,328,62,63
350,325,59,64
348,324,61,64
349,324,60,62
349,323,56,65
337,320,66,67
343,320,56,65
334,320,66,65
330,315,66,70
328,317,63,66
319,315,70,69
316,313,68,71
313,313,66,70
307,312,67,68
302,307,67,71
301,306,59,72
291,303,65,76
283,302,67,73
277,302,64,68
272,297,64,71
265,298,64,71
257,300,65,70
250,296,61,67
241,294,64,71
233,295,58,72
227,299,59,66
217,297,59,66
209,297,60,67
197,297,68,69
191,301,66,65
186,300,62,68
185,297,57,68
177,307,62,62
172,303,59,68
167,308,60,62
160,302,65,66
162,305,59,61
161,301,56,66
161,302,55,65
159,300,53,59
159,293,51,66
155,296,54,55
153,292,57,58
152,288,57,60
153,284,56,58
154,277,55,59
157,272,52,55
158,268,49,50
161,265,47,54
164,263,49,53
169,257,46,54
168,256,50,55
172,256,48,53
177,254,48,51
181,257,48,49
184,259,50,47
187,250,49,50
196,252,42,52
193,250,48,50
201,253,43,51
203,255,46,49
206,252,46,53
208,254,47,54
212,255,43,52
217,252,40,55
220,256,40,50
219,257,42,49
225,256,40,52
227,260,40,52
